epoch,step,train_loss_epoch,train_loss_step,val_MAE,val_MAPE,val_RMSE,val_SMAPE,val_loss
0,9,,95.0738754272461,,,,,
0,19,,89.8554916381836,,,,,
0,29,,33.81178665161133,,,,,
0,39,,54.4244499206543,,,,,
0,49,,46.19877243041992,,,,,
0,59,,54.27043533325195,,,,,
0,69,,45.05515670776367,,,,,
0,79,,25.628692626953125,,,,,
0,89,,69.1446533203125,,,,,
0,99,,21.8851375579834,,,,,
0,109,,26.06317138671875,,,,,
0,119,,18.59334373474121,,,,,
0,125,,,11.21013355255127,0.00021051034855190665,17.52115249633789,0.00021048838971182704,7.772001266479492
0,125,47.68397521972656,,,,,,
1,129,,20.402353286743164,,,,,
1,139,,33.57007598876953,,,,,
1,149,,14.515235900878906,,,,,
1,159,,17.16680145263672,,,,,
1,169,,21.784196853637695,,,,,
1,179,,31.974401473999023,,,,,
1,189,,13.774561882019043,,,,,
1,199,,11.187919616699219,,,,,
1,209,,14.89718246459961,,,,,
1,219,,12.787602424621582,,,,,
1,229,,13.010704040527344,,,,,
1,239,,13.202342987060547,,,,,
1,249,,12.648223876953125,,,,,
1,251,,,14.153849601745605,0.0001826590159907937,21.60965919494629,0.0001826408552005887,6.558074474334717
1,251,18.295923233032227,,,,,,
2,259,,11.246363639831543,,,,,
2,269,,12.422768592834473,,,,,
2,279,,11.031956672668457,,,,,
2,289,,20.852313995361328,,,,,
2,299,,18.737573623657227,,,,,
2,309,,8.303613662719727,,,,,
2,319,,10.798423767089844,,,,,
2,329,,12.425163269042969,,,,,
2,339,,8.556180000305176,,,,,
2,349,,9.776532173156738,,,,,
2,359,,6.952333927154541,,,,,
2,369,,8.14254379272461,,,,,
2,377,,,9.14024829864502,0.0001257135154446587,15.305590629577637,0.00012570757826324552,4.461039066314697
2,377,14.019889831542969,,,,,,
3,379,,7.91171407699585,,,,,
3,389,,9.086935997009277,,,,,
3,399,,11.878161430358887,,,,,
3,409,,9.020600318908691,,,,,
3,419,,10.921380043029785,,,,,
3,429,,17.107240676879883,,,,,
3,439,,11.642742156982422,,,,,
3,449,,9.979832649230957,,,,,
3,459,,9.328200340270996,,,,,
3,469,,8.687591552734375,,,,,
3,479,,12.521769523620605,,,,,
3,489,,10.486553192138672,,,,,
3,499,,10.126330375671387,,,,,
3,503,,,12.98487377166748,0.0002190095983678475,19.787534713745117,0.00021898139675613493,5.739141464233398
3,503,11.702893257141113,,,,,,
4,509,,7.339221954345703,,,,,
4,519,,6.7511677742004395,,,,,
4,529,,10.11028003692627,,,,,
4,539,,6.166510105133057,,,,,
4,549,,8.142271995544434,,,,,
4,559,,6.462932109832764,,,,,
4,569,,8.226157188415527,,,,,
4,579,,7.598682880401611,,,,,
4,589,,23.121103286743164,,,,,
4,599,,7.329261302947998,,,,,
4,609,,24.38832664489746,,,,,
4,619,,6.096929550170898,,,,,
4,629,,6.452156066894531,,,,,
4,629,,,12.743916511535645,0.00021562546316999942,19.011598587036133,0.00021563121117651463,6.301342010498047
4,629,10.405900001525879,,,,,,
5,639,,8.220969200134277,,,,,
5,649,,7.097924709320068,,,,,
5,659,,13.402276039123535,,,,,
5,669,,6.734437465667725,,,,,
5,679,,6.315603733062744,,,,,
5,689,,6.744878768920898,,,,,
5,699,,6.2894062995910645,,,,,
5,709,,24.602869033813477,,,,,
5,719,,7.589905261993408,,,,,
5,729,,6.380422115325928,,,,,
5,739,,6.662486553192139,,,,,
5,749,,7.2121453285217285,,,,,
5,755,,,5.655080318450928,0.0001660996349528432,8.923665046691895,0.0001661220012465492,3.1129238605499268
5,755,9.781912803649902,,,,,,
6,759,,7.809183597564697,,,,,
6,769,,15.807341575622559,,,,,
6,779,,12.440463066101074,,,,,
6,789,,33.0213737487793,,,,,
6,799,,8.008767127990723,,,,,
6,809,,9.14452838897705,,,,,
6,819,,5.417516708374023,,,,,
6,829,,6.188310623168945,,,,,
