epoch,step,train_loss_epoch,train_loss_step,val_MAE,val_MAPE,val_RMSE,val_SMAPE,val_loss
5,749,,8.081897735595703,,,,,
5,755,,,13.08777904510498,0.0005562329897657037,16.97739028930664,0.0005560120334848762,5.764420032501221
5,755,10.119145393371582,,,,,,
6,759,,6.562953948974609,,,,,
6,769,,9.455493927001953,,,,,
6,779,,5.656068801879883,,,,,
6,789,,22.743499755859375,,,,,
6,799,,7.9601287841796875,,,,,
6,809,,6.347536563873291,,,,,
6,819,,9.300044059753418,,,,,
6,829,,7.895009994506836,,,,,
6,839,,6.151378154754639,,,,,
6,849,,5.295194149017334,,,,,
6,859,,5.655019283294678,,,,,
6,869,,6.562829494476318,,,,,
6,879,,6.211056232452393,,,,,
6,881,,,6.481170654296875,0.0005005051498301327,7.955711364746094,0.0005002596299163997,3.9323511123657227
6,881,9.495512008666992,,,,,,
7,889,,5.805384159088135,,,,,
7,899,,13.832625389099121,,,,,
7,909,,7.41111421585083,,,,,
7,919,,9.11359691619873,,,,,
7,929,,6.504902362823486,,,,,
7,939,,9.520270347595215,,,,,
7,949,,8.533049583435059,,,,,
7,959,,9.561920166015625,,,,,
7,969,,9.374512672424316,,,,,
7,979,,10.748756408691406,,,,,
7,989,,16.7463321685791,,,,,
7,999,,5.019455432891846,,,,,
7,1007,,,14.565592765808105,0.000512917700689286,19.443147659301758,0.0005127487238496542,7.105205535888672
7,1007,8.967596054077148,,,,,,
8,1009,,6.000450134277344,,,,,
8,1019,,5.588209629058838,,,,,
8,1029,,5.543174743652344,,,,,
8,1039,,7.127577304840088,,,,,
8,1049,,6.693871974945068,,,,,
8,1059,,8.65385627746582,,,,,
8,1069,,5.5366902351379395,,,,,
8,1079,,7.581898212432861,,,,,
8,1089,,6.3075408935546875,,,,,
8,1099,,10.03315258026123,,,,,
8,1109,,8.903883934020996,,,,,
8,1119,,7.691356658935547,,,,,
8,1129,,4.524363994598389,,,,,
8,1133,,,6.224283695220947,0.0004425673687364906,7.9209208488464355,0.0004423819191288203,3.4316704273223877
8,1133,8.500016212463379,,,,,,
9,1139,,10.999740600585938,,,,,
9,1149,,8.30721378326416,,,,,
9,1159,,7.451366424560547,,,,,
9,1169,,13.700839042663574,,,,,
9,1179,,5.386012554168701,,,,,
9,1189,,8.364129066467285,,,,,
9,1199,,8.002256393432617,,,,,
9,1209,,16.551097869873047,,,,,
9,1219,,10.787093162536621,,,,,
9,1229,,14.395342826843262,,,,,
9,1239,,3.912433624267578,,,,,
9,1249,,7.065732955932617,,,,,
9,1259,,10.740676879882812,,,,,
9,1259,,,4.357869625091553,0.00047287935740314424,5.252474784851074,0.0004726526385638863,3.1935112476348877
9,1259,8.322341918945312,,,,,,
10,1269,,11.431705474853516,,,,,
10,1279,,8.656211853027344,,,,,
10,1289,,4.595866680145264,,,,,
10,1299,,4.162988185882568,,,,,
10,1309,,4.254466533660889,,,,,
10,1319,,5.873483180999756,,,,,
10,1329,,18.693864822387695,,,,,
10,1339,,5.224316120147705,,,,,
10,1349,,4.415811538696289,,,,,
10,1359,,9.78615665435791,,,,,
10,1369,,27.407678604125977,,,,,
10,1379,,5.577436923980713,,,,,
10,1385,,,9.069193840026855,0.0005524021689780056,11.707165718078613,0.0005521265557035804,4.40738582611084
10,1385,7.77089262008667,,,,,,
11,1389,,5.142491817474365,,,,,
11,1399,,6.35825777053833,,,,,
11,1409,,5.9789910316467285,,,,,
11,1419,,6.587881565093994,,,,,
11,1429,,6.892919540405273,,,,,
11,1439,,5.411233425140381,,,,,
11,1449,,9.164390563964844,,,,,
11,1459,,5.536729335784912,,,,,
11,1469,,6.612889766693115,,,,,
11,1479,,6.094407558441162,,,,,
11,1489,,4.834928512573242,,,,,
11,1499,,9.26611614227295,,,,,
11,1509,,4.060563087463379,,,,,
11,1511,,,9.087748527526855,0.0005037250812165439,11.426533699035645,0.0005034985952079296,4.457380771636963
11,1511,7.644531726837158,,,,,,
12,1519,,7.000446319580078,,,,,
12,1529,,5.411021709442139,,,,,
12,1539,,14.351773262023926,,,,,
12,1549,,3.7734577655792236,,,,,
12,1559,,7.133941650390625,,,,,
12,1569,,21.304893493652344,,,,,
12,1579,,5.061990261077881,,,,,
12,1589,,11.830677032470703,,,,,
12,1599,,3.556307554244995,,,,,
12,1609,,9.40427303314209,,,,,
12,1619,,9.321471214294434,,,,,
12,1629,,5.1585259437561035,,,,,
12,1637,,,9.550506591796875,0.0004708365595433861,12.605033874511719,0.00047065256512723863,4.3122453689575195
12,1637,7.245488166809082,,,,,,
