open_time,open,high,low,close,volume,close_time,qav,num_trades,taker_base,taker_quote,ignore,symbol
2025-09-22 01:38:00+00:00,114640.44,114680.0,114640.43,114679.99,4.43615,2025-09-22 01:38:59.999000+00:00,508630.97915020,2834,3.41454000,391489.04812530,0,BTCUSDT
2025-09-22 01:39:00+00:00,114680.0,114711.66,114662.12,114711.65,6.31464,2025-09-22 01:39:59.999000+00:00,724212.27438950,2116,2.71632000,311552.78669140,0,BTCUSDT
2025-09-22 01:40:00+00:00,114711.66,114711.93,114672.77,114711.93,7.36141,2025-09-22 01:40:59.999000+00:00,844318.28192160,3152,3.68587000,422759.34129100,0,BTCUSDT
2025-09-22 01:41:00+00:00,114711.92,114750.0,114711.92,114724.62,7.16737,2025-09-22 01:41:59.999000+00:00,822285.75368870,2807,4.27196000,490094.10699760,0,BTCUSDT
2025-09-22 01:42:00+00:00,114724.62,114724.63,114609.72,114609.72,15.10779,2025-09-22 01:42:59.999000+00:00,1732629.20888650,3171,1.30346000,149494.63745620,0,BTCUSDT
2025-09-22 01:43:00+00:00,114609.72,114613.53,114589.89,114606.28,4.69917,2025-09-22 01:43:59.999000+00:00,538535.11057670,1477,2.63786000,302290.08147280,0,BTCUSDT
2025-09-22 01:44:00+00:00,114606.27,114619.95,114606.27,114608.27,0.95189,2025-09-22 01:44:59.999000+00:00,109099.66379010,848,0.46991000,53858.31054340,0,BTCUSDT
2025-09-22 01:45:00+00:00,114608.28,114670.94,114608.27,114670.94,4.37774,2025-09-22 01:45:59.999000+00:00,501848.21404670,2185,4.17823000,478979.95668570,0,BTCUSDT
2025-09-22 01:46:00+00:00,114670.93,114670.94,114635.99,114663.31,5.81488,2025-09-22 01:46:59.999000+00:00,666664.76395020,1636,4.47121000,512598.71899460,0,BTCUSDT
2025-09-22 01:47:00+00:00,114663.31,114663.32,114580.64,114604.13,5.78225,2025-09-22 01:47:59.999000+00:00,662765.74977140,3372,1.24542000,142712.14668980,0,BTCUSDT
2025-09-22 01:48:00+00:00,114604.12,114657.2,114604.12,114650.17,3.87159,2025-09-22 01:48:59.999000+00:00,443822.74646130,1407,2.60668000,298805.94532020,0,BTCUSDT
2025-09-22 01:49:00+00:00,114650.17,114650.18,114607.72,114607.72,5.44118,2025-09-22 01:49:59.999000+00:00,623739.89789480,2057,0.23348000,26761.31923290,0,BTCUSDT
2025-09-22 01:50:00+00:00,114607.72,114607.73,114603.63,114603.63,5.92003,2025-09-22 01:50:59.999000+00:00,678464.59646650,939,4.66975000,535174.39924670,0,BTCUSDT
2025-09-22 01:51:00+00:00,114603.62,114603.62,114556.59,114556.59,10.65102,2025-09-22 01:51:59.999000+00:00,1220290.04597570,1437,0.87735000,100520.18227660,0,BTCUSDT
2025-09-22 01:52:00+00:00,114556.6,114556.6,114462.0,114462.0,15.24358,2025-09-22 01:52:59.999000+00:00,1745530.37378380,2708,0.84622000,96918.48916570,0,BTCUSDT
2025-09-22 01:53:00+00:00,114462.0,114462.0,114373.0,114392.19,21.99751,2025-09-22 01:53:59.999000+00:00,2516575.57414510,4946,8.54346000,977337.47010230,0,BTCUSDT
2025-09-22 01:54:00+00:00,114392.05,114392.05,114304.92,114333.55,25.85359,2025-09-22 01:54:59.999000+00:00,2956060.51832370,3368,5.63817000,644586.16542430,0,BTCUSDT
2025-09-22 01:55:00+00:00,114333.55,114334.85,114304.92,114304.93,8.18507,2025-09-22 01:55:59.999000+00:00,935801.85628250,1559,1.58659000,181397.12018870,0,BTCUSDT
2025-09-22 01:56:00+00:00,114304.93,114304.93,114252.13,114261.67,15.30441,2025-09-22 01:56:59.999000+00:00,1748963.81053870,3324,5.46438000,624392.10615160,0,BTCUSDT
2025-09-22 01:57:00+00:00,114261.68,114280.0,114260.65,114260.65,5.81072,2025-09-22 01:57:59.999000+00:00,663961.38752110,1523,2.72286000,311124.22672000,0,BTCUSDT
2025-09-22 01:58:00+00:00,114260.66,114297.61,114250.98,114250.99,17.81609,2025-09-22 01:58:59.999000+00:00,2035886.75377820,2089,10.84373000,1239117.59021340,0,BTCUSDT
2025-09-22 01:59:00+00:00,114250.99,114282.72,114250.98,114273.45,10.81769,2025-09-22 01:59:59.999000+00:00,1236063.08738560,1173,5.79961000,662684.53988930,0,BTCUSDT
2025-09-22 02:00:00+00:00,114273.44,114472.47,114273.44,114454.51,46.75055,2025-09-22 02:00:59.999000+00:00,5347436.00425320,5176,35.88165000,4103713.24742270,0,BTCUSDT
2025-09-22 02:01:00+00:00,114454.52,114463.97,114365.48,114365.49,16.98094,2025-09-22 02:01:59.999000+00:00,1942832.12048420,4837,3.44230000,393779.72492970,0,BTCUSDT
2025-09-22 02:02:00+00:00,114365.48,114372.67,114280.74,114290.46,23.87944,2025-09-22 02:02:59.999000+00:00,2730317.39692720,4007,14.12058000,1614383.90960790,0,BTCUSDT
2025-09-22 02:03:00+00:00,114290.46,114464.0,114290.46,114463.99,10.89987,2025-09-22 02:03:59.999000+00:00,1246596.04666070,3500,7.91252000,904904.23371980,0,BTCUSDT
2025-09-22 02:04:00+00:00,114464.0,114494.12,114463.99,114472.78,4.40431,2025-09-22 02:04:59.999000+00:00,504233.29327570,1669,1.00184000,114682.50195350,0,BTCUSDT
2025-09-22 02:05:00+00:00,114472.78,114566.31,114420.52,114420.52,13.81995,2025-09-22 02:05:59.999000+00:00,1582831.00818940,6893,4.90431000,561677.74216670,0,BTCUSDT
2025-09-22 02:06:00+00:00,114420.53,114451.66,114352.63,114354.49,18.62166,2025-09-22 02:06:59.999000+00:00,2130642.29119570,2267,9.89065000,1131719.20447780,0,BTCUSDT
2025-09-22 02:07:00+00:00,114354.48,114380.01,114323.12,114380.01,19.56826,2025-09-22 02:07:59.999000+00:00,2237571.79560000,3522,9.48198000,1084288.18244020,0,BTCUSDT
2025-09-22 02:08:00+00:00,114380.01,114491.23,114380.01,114491.23,10.08829,2025-09-22 02:08:59.999000+00:00,1154522.37781430,2593,9.31316000,1065811.95966230,0,BTCUSDT
2025-09-22 02:09:00+00:00,114491.22,114520.53,114491.22,114520.43,33.85275,2025-09-22 02:09:59.999000+00:00,3876413.77316180,2523,31.20766000,3573515.11232300,0,BTCUSDT
2025-09-22 02:10:00+00:00,114520.43,114520.43,114475.49,114475.5,9.04001,2025-09-22 02:10:59.999000+00:00,1035192.70660110,1065,1.33426000,152797.36899630,0,BTCUSDT
2025-09-22 02:11:00+00:00,114475.5,114475.5,114384.57,114384.57,8.06491,2025-09-22 02:11:59.999000+00:00,922939.60885010,1840,0.20481000,23433.71346980,0,BTCUSDT
2025-09-22 02:12:00+00:00,114384.58,114406.5,114340.37,114340.49,19.47149,2025-09-22 02:12:59.999000+00:00,2227261.68812720,2354,10.87659000,1244089.76625130,0,BTCUSDT
2025-09-22 02:13:00+00:00,114340.49,114364.06,114340.48,114364.06,3.45372,2025-09-22 02:13:59.999000+00:00,394941.38800590,763,1.47996000,169233.59277320,0,BTCUSDT
2025-09-22 02:14:00+00:00,114364.05,114418.16,114364.05,114367.18,13.7864,2025-09-22 02:14:59.999000+00:00,1577072.61183720,2291,7.02367000,803420.38663400,0,BTCUSDT
2025-09-22 02:15:00+00:00,114367.17,114468.0,114367.17,114436.2,11.8864,2025-09-22 02:15:59.999000+00:00,1360165.97097290,2695,8.70855000,996435.18197630,0,BTCUSDT
2025-09-22 02:16:00+00:00,114436.2,114436.2,114380.63,114400.0,6.53874,2025-09-22 02:16:59.999000+00:00,747993.63179050,2810,3.80038000,434699.84061920,0,BTCUSDT
2025-09-22 02:17:00+00:00,114400.0,114474.64,114383.54,114474.64,11.50525,2025-09-22 02:17:59.999000+00:00,1316256.88820060,3025,7.94167000,908587.13529900,0,BTCUSDT
2025-09-22 02:18:00+00:00,114474.63,114480.0,114446.11,114446.11,13.57492,2025-09-22 02:18:59.999000+00:00,1553916.15142410,1349,9.27995000,1062275.54336960,0,BTCUSDT
2025-09-22 02:19:00+00:00,114446.12,114466.59,114412.61,114412.61,20.85362,2025-09-22 02:19:59.999000+00:00,2386725.14792040,2861,13.68370000,1566119.44397110,0,BTCUSDT
2025-09-22 02:20:00+00:00,114412.61,114428.31,114388.61,114388.61,30.89852,2025-09-22 02:20:59.999000+00:00,3535138.15383700,1713,5.57842000,638269.96613100,0,BTCUSDT
2025-09-22 02:21:00+00:00,114388.61,114404.0,114361.66,114404.0,9.18666,2025-09-22 02:21:59.999000+00:00,1050764.38982210,1750,5.02104000,574317.26567900,0,BTCUSDT
2025-09-22 02:22:00+00:00,114404.0,114491.84,114403.99,114491.5,19.58904,2025-09-22 02:22:59.999000+00:00,2241979.49029800,4440,16.92611000,1937144.46754300,0,BTCUSDT
2025-09-22 02:23:00+00:00,114491.5,114491.5,114464.05,114485.23,7.7667,2025-09-22 02:23:59.999000+00:00,889102.92152060,1811,3.16283000,362054.24285070,0,BTCUSDT
2025-09-22 02:24:00+00:00,114485.23,114485.23,114459.99,114477.36,5.4247,2025-09-22 02:24:59.999000+00:00,620975.23473350,2256,2.46170000,281788.94682660,0,BTCUSDT
2025-09-22 02:25:00+00:00,114477.36,114618.89,114477.35,114543.36,18.68332,2025-09-22 02:25:59.999000+00:00,2140371.46069130,4773,10.08608000,1155316.13858250,0,BTCUSDT
2025-09-22 02:26:00+00:00,114542.26,114542.27,114436.53,114468.46,19.977,2025-09-22 02:26:59.999000+00:00,2286666.55677680,2997,14.00359000,1602867.35703220,0,BTCUSDT
2025-09-22 02:27:00+00:00,114468.47,114496.0,114443.92,114479.83,14.72757,2025-09-22 02:27:59.999000+00:00,1685781.52249990,3108,8.86344000,1014502.23079860,0,BTCUSDT
2025-09-22 02:28:00+00:00,114479.83,114544.25,114362.0,114544.24,62.56222,2025-09-22 02:28:59.999000+00:00,7158257.47138050,8474,35.81288000,4097682.51121760,0,BTCUSDT
2025-09-22 02:29:00+00:00,114544.24,114605.99,114490.35,114516.53,40.68906,2025-09-22 02:29:59.999000+00:00,4661555.13421850,4319,26.90342000,3082434.08074080,0,BTCUSDT
2025-09-22 02:30:00+00:00,114516.53,114516.53,114440.0,114442.13,16.82169,2025-09-22 02:30:59.999000+00:00,1925619.90575670,4620,5.26606000,602741.34528930,0,BTCUSDT
2025-09-22 02:31:00+00:00,114442.13,114442.14,114359.51,114373.96,7.35843,2025-09-22 02:31:59.999000+00:00,841756.03847940,3823,2.41113000,275782.87055090,0,BTCUSDT
2025-09-22 02:32:00+00:00,114373.96,114373.97,114153.53,114210.8,102.19163,2025-09-22 02:32:59.999000+00:00,11674033.64959880,15830,38.15392000,4358142.41379010,0,BTCUSDT
2025-09-22 02:33:00+00:00,114210.81,114252.02,114150.0,114238.6,34.96454,2025-09-22 02:33:59.999000+00:00,3992498.37670830,8357,7.45262000,851037.33583910,0,BTCUSDT
2025-09-22 02:34:00+00:00,114238.61,114321.75,114236.03,114278.99,19.87567,2025-09-22 02:34:59.999000+00:00,2271469.41302910,6891,13.97433000,1596996.13301680,0,BTCUSDT
2025-09-22 02:35:00+00:00,114278.99,114340.0,114222.82,114222.82,13.11469,2025-09-22 02:35:59.999000+00:00,1498851.19272680,6811,5.24870000,599898.43421430,0,BTCUSDT
2025-09-22 02:36:00+00:00,114222.83,114257.55,114180.01,114257.55,13.82716,2025-09-22 02:36:59.999000+00:00,1579337.84554690,4506,8.17387000,933578.26786250,0,BTCUSDT
2025-09-22 02:37:00+00:00,114257.55,114309.3,114232.62,114256.19,9.1576,2025-09-22 02:37:59.999000+00:00,1046456.38978620,3900,4.60079000,525690.02194190,0,BTCUSDT
2025-09-22 02:38:00+00:00,114256.19,114301.86,114207.83,114235.0,13.53535,2025-09-22 02:38:59.999000+00:00,1546351.28436080,6048,7.11060000,812330.12663320,0,BTCUSDT
2025-09-22 02:39:00+00:00,114235.0,114299.96,114231.93,114299.95,13.97901,2025-09-22 02:39:59.999000+00:00,1597136.40498260,3830,11.39806000,1302232.52617370,0,BTCUSDT
2025-09-22 02:40:00+00:00,114299.95,114362.53,114299.95,114327.95,7.65611,2025-09-22 02:40:59.999000+00:00,875367.09675440,3419,2.22323000,254173.61394800,0,BTCUSDT
2025-09-22 02:41:00+00:00,114327.95,114380.28,114324.06,114366.5,13.39368,2025-09-22 02:41:59.999000+00:00,1531537.94364250,3442,6.50316000,743638.50546380,0,BTCUSDT
2025-09-22 02:42:00+00:00,114366.49,114366.49,114300.22,114300.22,7.69647,2025-09-22 02:42:59.999000+00:00,879857.38794200,3321,2.66615000,304781.01576140,0,BTCUSDT
2025-09-22 02:43:00+00:00,114300.22,114300.22,114250.66,114291.99,6.88493,2025-09-22 02:43:59.999000+00:00,786774.70063240,2693,3.53792000,404275.39598870,0,BTCUSDT
2025-09-22 02:44:00+00:00,114292.0,114323.95,114263.72,114286.7,3.29084,2025-09-22 02:44:59.999000+00:00,376098.18063220,2588,1.90348000,217536.01871440,0,BTCUSDT
2025-09-22 02:45:00+00:00,114286.7,114344.02,114268.18,114302.34,8.1386,2025-09-22 02:45:59.999000+00:00,930307.87608750,4626,4.71643000,539108.04747300,0,BTCUSDT
2025-09-22 02:46:00+00:00,114302.33,114312.24,114283.92,114312.24,3.63076,2025-09-22 02:46:59.999000+00:00,414962.90164010,1909,2.03701000,232813.69359060,0,BTCUSDT
2025-09-22 02:47:00+00:00,114312.24,114334.9,114290.61,114331.15,7.76311,2025-09-22 02:47:59.999000+00:00,887333.96368480,4589,6.18650000,707103.20546330,0,BTCUSDT
2025-09-22 02:48:00+00:00,114331.15,114344.0,114300.0,114318.64,3.88062,2025-09-22 02:48:59.999000+00:00,443632.66178800,2608,2.24412000,256547.70302470,0,BTCUSDT
2025-09-22 02:49:00+00:00,114318.65,114340.0,114318.64,114320.01,3.36021,2025-09-22 02:49:59.999000+00:00,384152.84647300,1281,1.00565000,114968.35262730,0,BTCUSDT
2025-09-22 02:50:00+00:00,114320.0,114338.74,114320.0,114325.87,3.02262,2025-09-22 02:50:59.999000+00:00,345569.11733690,960,1.83694000,210008.55884260,0,BTCUSDT
2025-09-22 02:51:00+00:00,114325.87,114368.0,114316.36,114367.99,5.45388,2025-09-22 02:51:59.999000+00:00,623535.89617270,1852,1.04245000,119181.07281580,0,BTCUSDT
2025-09-22 02:52:00+00:00,114368.0,114416.75,114367.99,114393.6,4.17909,2025-09-22 02:52:59.999000+00:00,478060.68036500,1965,3.18367000,364180.49214610,0,BTCUSDT
2025-09-22 02:53:00+00:00,114393.6,114393.6,114296.77,114296.77,5.00825,2025-09-22 02:53:59.999000+00:00,572644.16157170,2845,0.79536000,90928.45135770,0,BTCUSDT
2025-09-22 02:54:00+00:00,114296.77,114296.77,114250.66,114250.67,3.46663,2025-09-22 02:54:59.999000+00:00,396140.56710130,1914,1.33521000,152583.85222900,0,BTCUSDT
2025-09-22 02:55:00+00:00,114250.67,114260.0,114237.42,114238.58,5.10296,2025-09-22 02:55:59.999000+00:00,583008.03990620,1944,2.60666000,297809.71804340,0,BTCUSDT
2025-09-22 02:56:00+00:00,114238.58,114246.22,114238.58,114246.22,2.1778,2025-09-22 02:56:59.999000+00:00,248790.10304540,538,1.30199000,148738.09414070,0,BTCUSDT
2025-09-22 02:57:00+00:00,114246.22,114258.02,114212.91,114248.28,5.15761,2025-09-22 02:57:59.999000+00:00,589210.21490930,2927,1.70981000,195330.47405020,0,BTCUSDT
2025-09-22 02:58:00+00:00,114248.27,114248.28,114226.02,114233.0,1.55022,2025-09-22 02:58:59.999000+00:00,177081.50808100,893,0.48115000,54960.90558930,0,BTCUSDT
2025-09-22 02:59:00+00:00,114233.0,114233.01,114187.8,114187.81,2.94864,2025-09-22 02:59:59.999000+00:00,336796.00496100,1473,0.16361000,18687.91964600,0,BTCUSDT
2025-09-22 03:00:00+00:00,114187.8,114256.0,114187.8,114255.9,8.25315,2025-09-22 03:00:59.999000+00:00,942543.76167990,2350,3.85596000,440349.42748880,0,BTCUSDT
2025-09-22 03:01:00+00:00,114255.89,114255.89,114227.24,114227.25,3.09708,2025-09-22 03:01:59.999000+00:00,353793.65600250,1036,1.81520000,207350.97171910,0,BTCUSDT
2025-09-22 03:02:00+00:00,114227.25,114268.47,114227.24,114240.8,2.27391,2025-09-22 03:02:59.999000+00:00,259779.82448770,1923,1.33012000,151954.01778520,0,BTCUSDT
2025-09-22 03:03:00+00:00,114240.79,114240.8,114227.24,114234.46,3.5266,2025-09-22 03:03:59.999000+00:00,402845.28750070,601,1.09826000,125454.85578310,0,BTCUSDT
2025-09-22 03:04:00+00:00,114234.45,114308.0,114234.45,114308.0,18.3656,2025-09-22 03:04:59.999000+00:00,2098369.42499290,1951,11.11149000,1269630.33174780,0,BTCUSDT
2025-09-22 03:05:00+00:00,114308.0,114308.0,114250.88,114250.89,2.52278,2025-09-22 03:05:59.999000+00:00,288315.22863020,2466,0.39261000,44866.83946400,0,BTCUSDT
2025-09-22 03:06:00+00:00,114250.9,114335.97,114245.3,114335.96,4.61812,2025-09-22 03:06:59.999000+00:00,527726.25614820,3193,3.28403000,375286.85638800,0,BTCUSDT
2025-09-22 03:07:00+00:00,114335.96,114359.41,114335.96,114359.41,2.77899,2025-09-22 03:07:59.999000+00:00,317763.79463460,1071,1.52791000,174709.49406370,0,BTCUSDT
2025-09-22 03:08:00+00:00,114359.41,114359.41,114336.84,114336.84,5.0058,2025-09-22 03:08:59.999000+00:00,572454.44190880,1230,2.96962000,339603.58787170,0,BTCUSDT
2025-09-22 03:09:00+00:00,114336.83,114339.25,114300.89,114339.25,3.76023,2025-09-22 03:09:59.999000+00:00,429840.50513640,1838,2.59934000,297136.08672410,0,BTCUSDT
2025-09-22 03:10:00+00:00,114339.25,114340.0,114295.97,114295.97,9.14275,2025-09-22 03:10:59.999000+00:00,1045137.50213420,1711,0.26471000,30262.83325520,0,BTCUSDT
2025-09-22 03:11:00+00:00,114295.98,114295.98,114263.71,114263.72,5.14834,2025-09-22 03:11:59.999000+00:00,588373.12421340,1198,0.71192000,81357.15302420,0,BTCUSDT
2025-09-22 03:12:00+00:00,114263.71,114311.15,114263.71,114302.67,4.14752,2025-09-22 03:12:59.999000+00:00,473989.70869760,1679,3.44487000,393674.36655680,0,BTCUSDT
2025-09-22 03:13:00+00:00,114302.67,114375.26,114302.66,114368.87,8.3636,2025-09-22 03:13:59.999000+00:00,956317.06570460,1539,6.72740000,769190.75283760,0,BTCUSDT
2025-09-22 03:14:00+00:00,114368.86,114368.87,114272.64,114298.64,9.87756,2025-09-22 03:14:59.999000+00:00,1129047.64601550,3188,4.14412000,473596.29329940,0,BTCUSDT
2025-09-22 03:15:00+00:00,114298.65,114396.0,114298.64,114396.0,11.26769,2025-09-22 03:15:59.999000+00:00,1288424.79760080,2507,9.11122000,1041855.62758640,0,BTCUSDT
2025-09-22 03:16:00+00:00,114396.0,114399.87,114396.0,114399.86,10.15143,2025-09-22 03:16:59.999000+00:00,1161321.83033250,468,5.19302000,594080.42050990,0,BTCUSDT
2025-09-22 03:17:00+00:00,114399.87,114442.81,114399.86,114442.8,2.80051,2025-09-22 03:17:59.999000+00:00,320459.68159800,1718,1.72244000,197091.37455740,0,BTCUSDT
2025-09-22 03:18:00+00:00,114442.8,114442.81,114380.0,114390.89,15.94122,2025-09-22 03:18:59.999000+00:00,1823599.10767060,3656,8.23918000,942464.96303890,0,BTCUSDT
2025-09-22 03:19:00+00:00,114390.89,114390.89,114364.0,114388.49,10.44543,2025-09-22 03:19:59.999000+00:00,1194651.63237840,1755,7.40350000,846729.96423680,0,BTCUSDT
2025-09-22 03:20:00+00:00,114388.5,114396.7,114388.49,114396.7,6.73464,2025-09-22 03:20:59.999000+00:00,770413.19185180,472,0.60128000,68781.74873670,0,BTCUSDT
2025-09-22 03:21:00+00:00,114396.7,114396.7,114330.39,114331.32,2.90341,2025-09-22 03:21:59.999000+00:00,332091.66284440,3020,0.40969000,46861.27233520,0,BTCUSDT
2025-09-22 03:22:00+00:00,114331.33,114388.33,114331.32,114388.33,8.42245,2025-09-22 03:22:59.999000+00:00,963268.95838900,1600,7.36302000,842084.24846130,0,BTCUSDT
2025-09-22 03:23:00+00:00,114388.33,114402.5,114388.33,114402.49,2.01762,2025-09-22 03:23:59.999000+00:00,230812.81830300,672,1.80273000,206230.01731440,0,BTCUSDT
2025-09-22 03:24:00+00:00,114402.5,114428.31,114402.49,114428.31,2.91084,2025-09-22 03:24:59.999000+00:00,333024.22259740,679,2.84082000,325012.22724610,0,BTCUSDT
2025-09-22 03:25:00+00:00,114428.31,114428.31,114412.07,114412.07,3.58531,2025-09-22 03:25:59.999000+00:00,410230.17070520,1606,0.22834000,26128.25211360,0,BTCUSDT
2025-09-22 03:26:00+00:00,114412.07,114412.08,114341.35,114363.45,8.98981,2025-09-22 03:26:59.999000+00:00,1028205.62068590,3287,3.34897000,382956.62104340,0,BTCUSDT
2025-09-22 03:27:00+00:00,114363.44,114414.18,114363.44,114414.17,3.45674,2025-09-22 03:27:59.999000+00:00,395395.13110840,2124,3.02178000,345637.84686640,0,BTCUSDT
2025-09-22 03:28:00+00:00,114414.18,114455.05,114414.17,114455.04,2.01642,2025-09-22 03:28:59.999000+00:00,230760.62129000,2105,1.11537000,127647.70368650,0,BTCUSDT
2025-09-22 03:29:00+00:00,114455.04,114455.05,114449.31,114455.05,11.969,2025-09-22 03:29:59.999000+00:00,1369859.15251610,1072,9.91747000,1135054.72855770,0,BTCUSDT
2025-09-22 03:30:00+00:00,114455.05,114464.22,114421.14,114421.15,4.28101,2025-09-22 03:30:59.999000+00:00,489955.23308110,2336,0.46401000,53109.06263170,0,BTCUSDT
2025-09-22 03:31:00+00:00,114421.14,114486.96,114414.22,114486.96,3.49141,2025-09-22 03:31:59.999000+00:00,399566.09358960,2163,1.94411000,222510.13795630,0,BTCUSDT
2025-09-22 03:32:00+00:00,114486.95,114492.39,114440.0,114440.0,6.68473,2025-09-22 03:32:59.999000+00:00,765232.77460720,2161,1.47619000,168966.96495020,0,BTCUSDT
2025-09-22 03:33:00+00:00,114440.0,114440.01,114420.98,114429.57,4.11085,2025-09-22 03:33:59.999000+00:00,470387.18511630,609,1.29114000,147735.30356180,0,BTCUSDT
2025-09-22 03:34:00+00:00,114429.57,114429.57,114376.47,114376.48,3.633,2025-09-22 03:34:59.999000+00:00,415615.16224700,2240,1.47749000,169021.93514220,0,BTCUSDT
2025-09-22 03:35:00+00:00,114376.47,114376.48,114326.89,114326.89,3.52869,2025-09-22 03:35:59.999000+00:00,403520.83356440,1914,0.63704000,72845.66297960,0,BTCUSDT
2025-09-22 03:36:00+00:00,114326.89,114355.63,114326.89,114355.63,3.41462,2025-09-22 03:36:59.999000+00:00,390448.22544410,1315,2.87914000,329216.11490700,0,BTCUSDT
2025-09-22 03:37:00+00:00,114356.21,114396.89,114344.73,114396.89,7.09705,2025-09-22 03:37:59.999000+00:00,811657.74909850,3336,5.75252000,657887.22677700,0,BTCUSDT
2025-09-22 03:38:00+00:00,114396.89,114412.0,114364.28,114399.02,5.93648,2025-09-22 03:38:59.999000+00:00,679099.01296930,3414,4.01989000,459845.53464670,0,BTCUSDT
2025-09-22 03:39:00+00:00,114399.03,114399.03,114372.0,114372.0,1.26186,2025-09-22 03:39:59.999000+00:00,144333.22299340,880,0.48901000,55931.33751670,0,BTCUSDT
